PK,NOMBRE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,PLANTA,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL
13585,Aparcamiento para residentes. Marqués de Corbera I,Plazas: 287 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a2115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA MARQUES DE CORBERA,4,-2,ESQUINA C/ JOSÉ LUIS ARRESE,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444298,4474802,40.4219886928314,-3.65661292002709,,
13584,Aparcamiento para residentes. Marqués de Corbera II,Plazas: 203 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=805115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA MARQUES DE CORBERA,64,-2,CONFLUENCIA CON PASO ELEVADO AV. DAROCA,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444922,4475405,40.4274616090481,-3.64930765911692,,
4831164,Aparcamiento para residentes. Marqués de Samaranch,Plazas: 233 Abierto 24 horas.  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09a455750f2a8110VgnVCM2000000c205a0aRCRD,PASEO IMPERIAL,20,,,MADRID,MADRID,28005,1,IMPERIAL,2,ARGANZUELA,439070,4473272,40.40784029469167,-3.7180809623916047,,
36275,Aparcamiento para residentes. Marqués de Suances,Plazas: 339 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60322c798651c010VgnVCM2000000c205a0aRCRD,PLAZA ENSIDESA,6,-3,,MADRID,MADRID,28027,8,EL SALVADOR,20,SAN BLAS-CANILLEJAS,447133,4477221,40.4439638447844,-3.62339733040465,,
13490,Aparcamiento para residentes. Marqués de Zafra,Plazas: 192 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7acb7339ae51c010VgnVCM2000000c205a0aRCRD,PASEO MARQUES DE ZAFRA,63,,ESQUINA C/ SANCHO DÁVILA,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443897,4475164,40.4252185590821,-3.66136241027925,,
13521,Aparcamiento para residentes. Marroquina,Plazas: 683 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0fb7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE CAMINO DE LOS VINATEROS,107,,,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445103,4473333,40.4088102763508,-3.64698673546286,,
24125,Aparcamiento para residentes. Martín de Alzaga,Plazas: 565 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a7f6545f951c010VgnVCM2000000c205a0aRCRD,CALLE ALCALDE MARTIN DE ALZAGA,6,,,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439285,4479396,40.4630233258538,-3.71613987805222,,
24127,Aparcamiento para residentes. Matilde Gayo,Plazas: 232 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c616545f951c010VgnVCM2000000c205a0aRCRD,CALLE MATILDE GAYO,4,,,MADRID,MADRID,28026,5,MOSCARDO,12,USERA,440340,4471279,40.3899749531456,-3.70292626458164,,
46136,Aparcamiento para residentes. Melchor Fernández Almagro,Plazas: 255 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bb9946be351c010VgnVCM2000000c205a0aRCRD,CALLE GINZO DE LIMIA,11,,,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,440316,4480775,40.47551560842131,-3.704101281543605,,
13531,Aparcamiento para residentes. Menasalbas,Plazas: 220 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=171c7339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA AHORRO,6,-3,,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,440914,4468138,40.3617243137127,-3.69587809977934,,
183550,Aparcamiento para residentes. Menorca,Plazas: 862 Abierto: 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e46bdc85c01c010VgnVCM2000000c205a0aRCRD,CALLE NARVAEZ,,,,MADRID,MADRID,28009,2,GOYA,4,SALAMANCA,442641,4474589,40.41995872846091,-3.676118113622223,,
13586,Aparcamiento para residentes. Mercedes Arteaga,Plazas: 217 Abierto: 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3c7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE MERCEDES ARTEAGA,20,,,MADRID,MADRID,28019,2,OPAÑEL,11,CARABANCHEL,438723,4471649,40.3931911407945,-3.72201571162959,,
81792,Aparcamiento para residentes. Miguel Ángel,Plazas: 87 Abierto: 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8acdc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE MIGUEL ANGEL,27,,,MADRID,MADRID,28010,4,ALMAGRO,7,CHAMBERI,441384,4476455,40.436675854674,-3.69110236627779,,
13508,Aparcamiento para residentes. Mirabel,Plazas: 617 Abierto: 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b36c7339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA CUACOS DE YUSTE,1,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,433730,4470115,40.37899232610295,-3.780680788867553,,
13587,Aparcamiento para residentes. Misterios,Plazas: 183 Abierto: 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a8c7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE MISTERIOS,1,,,MADRID,MADRID,28027,3,QUINTANA,15,CIUDAD LINEAL,445791,4476531,40.4376599536045,-3.63915404284741,,
13588,Aparcamiento para residentes. Mondariz,Plazas: 282 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98747339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA MONDARIZ,14,,,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,440156,4481078,40.4782411590293,-3.70601872207153,,
13589,Aparcamiento para residentes. Montevideo,Plazas: 290 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50bc7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE REINA MERCEDES,25,,,MADRID,MADRID,28020,2,CUATRO CAMINOS,6,TETUAN,440988,4478040,40.450927803493,-3.69592480077532,,
81770,Aparcamiento para residentes. Moralzarzal,Plazas: 224 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0fdc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE MORALZARZAL,84,,,MADRID,MADRID,28034,7,MIRASIERRA,8,FUENCARRAL-EL PARDO,439626,4482832,40.4939979884242,-3.71243936891058,,
13540,Aparcamiento para residentes. Moratalaz,Plazas: 379 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA MORATALAZ,194,,,MADRID,MADRID,28030,6,VINATEROS,14,MORATALAZ,445535,4473396,40.4094083553622,-3.6419048476584,,
13516,Aparcamiento para residentes. Müller,Plazas: 139 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6dc7339ae51c010VgnVCM2000000c205a0aRCRD,PASAJE REMONTA,6,,,MADRID,MADRID,28039,5,VALDEACEDERAS,6,TETUAN,440946,4479470,40.46381021946,-3.69655685033995,,
13497,Aparcamiento para residentes. Narváez,Plazas: 523 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcfc7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE NARVAEZ,21,,,MADRID,MADRID,28009,2,GOYA,4,SALAMANCA,442648,4474820,40.4220424811695,-3.67605484022947,,
81793,Aparcamiento para residentes. Navalmoral de la Mata,Plazas: 204 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=271ec2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE NAVALMORAL DE LA MATA,64,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434010,4469941,40.3774442827269,-3.77736653445012,,
13590,Aparcamiento para residentes. Niño Jesús,Plazas: 404 Abierto 24 horas.  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee947339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA NIÑO JESUS,4,,,MADRID,MADRID,28009,6,NIÑO JESUS,3,RETIRO,442706,4473581,40.410884376002,-3.67526812561094,,
13519,Aparcamiento para residentes. Nuestra Señora de Gracia,Plazas: 580 Titularidad: Ayuntamiento de Madrid Abierto 24 horas.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ff15cbed51c010VgnVCM2000000c205a0aRCRD,CALLE HACIENDA DE PAVONES,204,,,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,445673,4472599,40.40223570989829,-3.6402079527736393,,
13640,Aparcamiento para residentes. Ofelia Nieto,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432d7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE OFELIA NIETO,55,,,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439853,4479205,40.4613441119536,-3.70941469102288,,
24129,Aparcamiento para residentes. Oporto,Plazas: 456Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d2f6545f951c010VgnVCM2000000c205a0aRCRD,CALLE ARGÜESO,25,,,MADRID,MADRID,28025,7,ABRANTES,11,CARABANCHEL,438339,4470623,40.3839265550184,-3.72644830573223,,
13543,Aparcamiento para residentes. Ortega y Gasset I,Plazas: 741 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bef97339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JOSE ORTEGA Y GASSET,86,,,MADRID,MADRID,28006,5,LISTA,4,SALAMANCA,442949,4475657,40.4296039935558,-3.67259136281143,,
13544,Aparcamiento para residentes. Ortega y Gasset II,Plazas: 549Abierto 24 horas   Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=052a7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JOSE ORTEGA Y GASSET,50,,,MADRID,MADRID,28006,5,LISTA,4,SALAMANCA,442488,4475701,40.4299649140342,-3.6780293892857,,
13549,Aparcamiento para residentes. Ortega y Gasset III,Plazas: 402 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b4a7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JOSE ORTEGA Y GASSET,39,,,MADRID,MADRID,28006,6,CASTELLANA,4,SALAMANCA,442267,4475732,40.4302318954595,-3.68062850571466,,
13553,Aparcamiento para residentes. Ortega y Gasset IV,Plazas: 369 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a17a7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JOSE ORTEGA Y GASSET,19,,,MADRID,MADRID,28006,6,CASTELLANA,4,SALAMANCA,441956,4475755,40.430415377787,-3.68430325770319,,
167691,Aparcamiento para residentes. Ortiz Campos,Plazas: 151 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c54ff632081c010VgnVCM1000000b205a0aRCRD,CALLE ORTIZ CAMPOS,12,,,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439963,4470758,40.3852544887188,-3.70731894817544,,
13510,Aparcamiento para residentes. Osa de la Vega,Plazas: 294 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef6d7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE OSA DE LA VEGA,66,,P,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434310,4469679,40.3751060611669,-3.77380306182166,,
13628,Aparcamiento para residentes. Pablo Casals,Plazas: 152 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=369d7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE PABLO CASALS,1,-1,,MADRID,MADRID,28011,2,PUERTA DEL ANGEL,10,LATINA,438539,4473773,40.41231117984961,-3.7243956795334063,,
13591,Aparcamiento para residentes. Pablo Iglesias I,Plazas: 180 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d9115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA PABLO IGLESIAS,16,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,CHAMBERI,440094,4477428,40.445348641721,-3.70640585626876,,
13517,Aparcamiento para residentes. Pablo Iglesias II,Plazas: 504 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73c115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA PABLO IGLESIAS,40,,,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,439854,4477823,40.4488950198199,-3.70927628438264,,
13557,Aparcamiento para residentes. Pan y Toros,Plazas: 226 Abierto 24 horas   Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cbd7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE PAN Y TOROS,6,-3,,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,441002,4467994,40.3604277740801,-3.69483019856893,,
81799,Aparcamiento para residentes. Panamá,Plazas: 435 Abierto 24 horas   Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d3ec2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE PANAMA,,,,MADRID,MADRID,28036,4,HISPANOAMERICA,5,CHAMARTIN,441650,4478691,40.45684474123101,-3.688183135413921,,
63333,Aparcamiento para residentes. Parque de Santa María,Plazas: 459 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e2a946be351c010VgnVCM2000000c205a0aRCRD,CALLE SANTA VIRGILIA,22,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,445694,4480926,40.47724557129,-3.64067269346952,,
13619,Aparcamiento para residentes. Paseo de Pintor Rosales I,Plazas: 315 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f27339ae51c010VgnVCM2000000c205a0aRCRD,PASEO PINTOR ROSALES,40,,c/v Marqués de Urquijo,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,438803,4475567,40.42849414397224,-3.721452095219881,,
13620,Aparcamiento para residentes. Paseo de Pintor Rosales II,Plazas: 696 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf137339ae51c010VgnVCM2000000c205a0aRCRD,PASEO PINTOR ROSALES,56,,,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,438662,4475757,40.430198647546,-3.72312731774697,,
13637,Aparcamiento para residentes. Paseo de Pintor Rosales III,Plazas: 733 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16437339ae51c010VgnVCM2000000c205a0aRCRD,PASEO PINTOR ROSALES,1,,c/v Rey Francisco,MADRID,MADRID,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,439208,4475178,40.42501546634872,-3.7166405848374517,,
13592,Aparcamiento para residentes. Pedro Yagüe,Plazas: 198 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2ed7339ae51c010VgnVCM2000000c205a0aRCRD,PASEO PEDRO YAGUE,11,,,MADRID,MADRID,28019,1,COMILLAS,11,CARABANCHEL,439938,4471538,40.392283380781684,-3.7076871303242624,,
13545,Aparcamiento para residentes. Pez Volador,Plazas: 657 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=290e7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE PEZ VOLADOR,21,,,MADRID,MADRID,28007,3,ESTRELLA,3,RETIRO,443532,4473955,40.4143027370628,-3.66555883072949,,
24131,Aparcamiento para residentes. Peñuelas,Plazas: 239 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=92916545f951c010VgnVCM2000000c205a0aRCRD,PASEO ESPERANZA,8,,,MADRID,MADRID,28005,2,ACACIAS,2,ARGANZUELA,440126,4472657,40.4023740747468,-3.70557685986881,,
13542,Aparcamiento para residentes. Pico de los Artilleros,Plazas: 195 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f2e7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE PICO DE LOS ARTILLEROS,19,,,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445735,4473147,40.4071755730296,-3.63952942755862,,
81802,Aparcamiento para residentes. Pilar de Zaragoza,Plazas: 180 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a8ec2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE PILAR DE ZARAGOZA,54,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443079,4476336,40.435724728216,-3.67111448995106,,
13593,Aparcamiento para residentes. Pío Baroja I,Plazas: 495 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c55e7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE PIO BAROJA,8,,,MADRID,MADRID,28009,6,NIÑO JESUS,3,RETIRO,442768,4473862,40.413417443948205,-3.6745551353834545,,
13595,Aparcamiento para residentes. Platón,Plazas: 218 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35c47339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA PLATON,3,,,MADRID,MADRID,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,444686,4477065,40.4424002090821,-3.65223700476275,,
5298038,Aparcamiento para residentes. Poeta Leopoldo de Luis,Plazas: 314 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a94e8235c3580210VgnVCM1000000b205a0aRCRD,CALLE NAVARRA,15,,,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,440292,4478304,40.45325490763682,-3.7041514805872615,,
13488,Aparcamiento para residentes. Pradillo,Plazas: 143 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c7e7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE MANTUANO,60,,,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,442717,4477750,40.4484340334876,-3.67551341725092,,
7401268,Aparcamiento para residentes. Pradillo II,Plazas: 68 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e84b78a52ffd4410VgnVCM1000000b205a0aRCRD,CALLE PRADILLO,39,,,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,443090,4477827,40.44916077138956,-3.6711129463989627,,
13596,Aparcamiento para residentes. Puerto Monasterio,Plazas: 244 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=62ae7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE PUERTO DEL MONASTERIO,17,-2,,MADRID,MADRID,28053,2,SAN DIEGO,13,PUENTE DE VALLECAS,443659,4471752,40.394466830465,-3.66386420792577,,
13617,Aparcamiento para residentes. Pérez Pillado,Plazas: 531 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ba57339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA TENIENTE DE ALCALDE PEREZ PILLADO,1,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,CHAMBERI,440046,4476827,40.4399354220316,-3.70691964167697,,
13594,Aparcamiento para residentes. Pío Baroja II,Plazas: 268 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e1015cbed51c010VgnVCM2000000c205a0aRCRD,CALLE LUIS DE HOYOS SAINZ,80,,,MADRID,MADRID,28030,6,VINATEROS,14,MORATALAZ,445835,4472716,40.403298468742435,-3.638310907554055,,
13509,Aparcamiento para residentes. Rafael Finat,Plazas: 311 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfono: 91 705 91 23,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8ce7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE RAFAEL FINAT,44,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434595,4470130,40.37919695063071,-3.770494446474416,,
13506,Aparcamiento para residentes. Rafael Salgado,Plazas: 372 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fee7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE RAFAEL SALGADO,13,,,MADRID,MADRID,28036,4,HISPANOAMERICA,5,CHAMARTIN,441676,4478409,40.454300823675,-3.68784469841434,,
24132,Aparcamiento para residentes. Rafaela Ybarra,Plazas: 257 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e35f6545f951c010VgnVCM2000000c205a0aRCRD,AVENIDA RAFAELA YBARRA,61,,FRENTE C/ ANTONIO PRIETO,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439629,4470237,40.3805393289858,-3.71120392518426,,
